"Wed Jun 26 07:41:28 PM UTC 2024
"
Index,Time (mS),Used RAM (MB),Total RAM (MB),Number of Free RAM Blocks,Size of Free RAM Blocks (MB),Used SWAP (MB),Total SWAP (MB),Cached SWAP (MB),CPU Frequency (MHz),CPU 0 Load (%),CPU 1 Load (%),CPU 2 Load (%),CPU 3 Load (%),CPU 4 Load (%),CPU 5 Load (%),CPU 6 Load (%),CPU 7 Load (%),CPU 8 Load (%),CPU 9 Load (%),CPU 10 Load (%),CPU 11 Load (%),Used GR3D (%),GR3D Frequency (MHz),cpu Temperature (C),tboard Temperature (C), Temperature (C),tdiode Temperature (C),gpu Temperature (C),tj Temperature (C)
0,0,3769.0,30698.0,2.0,4.0,0.0,15349.0,0.0,1267.0,1,0,0,0,0,1,8,8,2,0,0,63,99.0,,43.406,32.125,39.656,36.625,39.625,43.406
1,1000,3768.0,30698.0,2.0,4.0,0.0,15349.0,0.0,729.0,2,0,0,1,1,0,1,16,0,0,0,64,0.0,,43.312,32.125,39.687,36.5,39.468,43.531
2,2000,3768.0,30698.0,2.0,4.0,0.0,15349.0,0.0,2201.0,1,1,1,1,1,2,0,17,2,0,0,63,73.0,,43.468,32.125,39.562,36.625,39.437,43.343
3,3000,3768.0,30698.0,2.0,4.0,0.0,15349.0,0.0,2201.0,1,0,0,0,0,1,0,17,2,0,0,64,1.0,,43.593,32.125,39.562,36.625,39.625,43.531
4,4000,3768.0,30698.0,2.0,4.0,0.0,15349.0,0.0,729.0,5,2,0,3,2,2,3,15,1,1,0,65,90.0,,43.312,32.125,39.718,36.5,39.562,43.531
5,5000,3768.0,30698.0,2.0,4.0,0.0,15349.0,0.0,729.0,2,0,1,2,1,2,17,1,2,0,0,64,1.0,,43.437,32.125,39.5,36.625,39.5,43.343
6,6000,3768.0,30698.0,2.0,4.0,0.0,15349.0,0.0,2201.0,1,0,0,1,0,1,15,0,1,0,0,65,72.0,,43.562,32.125,39.625,36.625,39.531,43.375
7,7000,3768.0,30698.0,2.0,4.0,0.0,15349.0,0.0,2201.0,2,0,0,0,0,0,16,1,1,0,0,65,0.0,,43.218,32.125,39.625,36.75,39.625,43.468
